Week,TeamName,PlayerName,LineupPosition,Points
10,EBao,KYREN WILLIAMS,FLEX,17.40
10,EBao,JAYLEN WARREN,FLEX,17.00
10,EBao,KYLE PITTS,FLEX,15.00
10,EBao,BO NIX,SUPER_FLEX,32.50
10,Halteclere,JUSTIN HERBERT,QB,34.80
10,Halteclere,JAHMYR GIBBS,RB,27.60
10,Halteclere,TREY BENSON,RB,19.40
10,Halteclere,DEVAUGHN VELE,WR,17.80
10,Halteclere,MALIK NABERS,WR,15.60
10,Halteclere,EVAN ENGRAM,TE,14.00
10,Halteclere,NAJEE HARRIS,FLEX,16.60
10,Halteclere,JK DOBBINS,FLEX,14.00
10,Halteclere,KAYSHON BOUTTE,FLEX,13.40
10,Halteclere,TYJAE SPEARS,FLEX,13.20
10,Halteclere,JARED GOFF,SUPER_FLEX,16.40
10,androooooo,BROCK PURDY,QB,53.70
10,androooooo,AUSTIN EKELER,RB,23.20
10,androooooo,DANDRE SWIFT,RB,14.00
10,androooooo,TERRY MCLAURIN,WR,30.60
10,androooooo,JOHN METCHIE,WR,25.80
10,androooooo,TJ HOCKENSON,TE,22.40
10,androooooo,JOSH DOWNS,FLEX,21.40
10,androooooo,CAM AKERS,FLEX,10.40
10,androooooo,ANDREI IOSIVAS,FLEX,7.80
10,androooooo,JALEN TOLBERT,FLEX,6.80
10,androooooo,SAM DARNOLD,SUPER_FLEX,17.70
10,ShadyCommish88,BRYCE YOUNG,QB,24.60
10,ShadyCommish88,CHUBA HUBBARD,RB,42.80
10,ShadyCommish88,TYRONE TRACY,RB,27.80
10,ShadyCommish88,GEORGE PICKENS,WR,31.00
10,ShadyCommish88,MARVIN HARRISON,WR,21.80
10,ShadyCommish88,MIKE GESICKI,TE,10.00
10,ShadyCommish88,RICO DOWDLE,FLEX,14.20
10,ShadyCommish88,MALIK WASHINGTON,FLEX,14.00
10,ShadyCommish88,DEMARIO DOUGLAS,FLEX,14.00
10,ShadyCommish88,JALEN COKER,FLEX,11.20
10,ShadyCommish88,JOE FLACCO,SUPER_FLEX,23.20
10,emanueljd3,KIRK COUSINS,QB,29.60
10,emanueljd3,JAMES CONNER,RB,36.60
10,emanueljd3,JAMES COOK,RB,24.00
10,emanueljd3,CALVIN RIDLEY,WR,33.80
10,emanueljd3,PUKA NACUA,WR,29.60
10,emanueljd3,SAM LAPORTA,TE,24.20
10,emanueljd3,COURTLAND SUTTON,FLEX,26.00
10,emanueljd3,DERRICK HENRY,FLEX,21.20
10,emanueljd3,DAVID MONTGOMERY,FLEX,18.20
10,emanueljd3,RHAMONDRE STEVENSON,FLEX,16.40
10,emanueljd3,BAKER MAYFIELD,SUPER_FLEX,18.20
10,lamjohnson56,PATRICK MAHOMES,QB,36.40
10,lamjohnson56,CHASE BROWN,RB,29.80
10,lamjohnson56,AARON JONES,RB,25.20
10,lamjohnson56,ALEC PIERCE,WR,27.20
10,lamjohnson56,COOPER KUPP,WR,23.00
10,lamjohnson56,GEORGE KITTLE,TE,20.40
10,lamjohnson56,ADONAI MITCHELL,FLEX,20.20
10,lamjohnson56,TONY POLLARD,FLEX,16.60
10,lamjohnson56,JAYLEN WADDLE,FLEX,14.20
10,lamjohnson56,DAVANTE ADAMS,FLEX,12.20
10,lamjohnson56,TYLER ALLGEIER,SUPER_FLEX,11.80
10,mlum20,WILL LEVIS,QB,37.70
10,mlum20,JALEEL MCLAUGHLIN,RB,2.40
10,mlum20,DYLAN LAUBE,RB,0.00
10,mlum20,QUENTIN JOHNSTON,WR,12.80
10,mlum20,LADD MCCONKEY,WR,12.40
10,mlum20,JUWAN JOHNSON,TE,6.40
10,mlum20,MARVIN MIMS,FLEX,10.00
10,mlum20,LILJORDAN HUMPHREY,FLEX,6.60
10,mlum20,CALVIN AUSTIN,FLEX,6.00
10,mlum20,LUKE MCCAFFREY,FLEX,5.60
10,mlum20,RUSSELL WILSON,SUPER_FLEX,34.10
10,connerstafford11,JALEN HURTS,QB,47.40
10,connerstafford11,JONATHAN TAYLOR,RB,30.40
10,connerstafford11,JOE MIXON,RB,26.00
10,connerstafford11,RICKY PEARSALL,WR,24.60
10,connerstafford11,DEEBO SAMUEL,WR,20.20
10,connerstafford11,TRAVIS KELCE,TE,26.80
10,connerstafford11,DALLAS GOEDERT,FLEX,13.00
10,connerstafford11,JONNU SMITH,FLEX,12.00
10,connerstafford11,TAYSOM HILL,FLEX,12.00
10,connerstafford11,RAY RAY MCCLOUD,FLEX,10.20
10,connerstafford11,JOSH ALLEN,SUPER_FLEX,36.00
